D3,A2-NTP0300 N1,N1 Probe,Unknown,29.0204,0.253,,,,,
D4,A2-NTP0300 N1,N1 Probe,Unknown,28.663,0.253,,,,,
D5,A3-NTP0300 N1,N1 Probe,Unknown,28.8153,0.0498,,,,,
D6,A3-NTP0300 N1,N1 Probe,Unknown,28.7449,0.0498,,,,,
D7,B1-NTP0300 N1,N1 Probe,Unknown,40.7669,2.29,,,,,
D8,B1-NTP0300 N1,N1 Probe,Unknown,37.5307,2.29,,,,,
D9,B2-NTP0300 N1,N1 Probe,Unknown,37.0893,1.08,,,,,
D10,B2-NTP0300 N1,N1 Probe,Unknown,35.5618,1.08,,,,,
D11,B3-NTP0300 N1,N1 Probe,Unknown,Undetermined,,,,,,
D12,B3-NTP0300 N1,N1 Probe,Unknown,35.5512,,,,,,
E1,NTC N2,N2 Probe,Unknown,Undetermined,,,,,,
E3,NEG.CTRL-CDC0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
E5,SD-4-CDC0300 N2,N2 Probe,Unknown,25.8727,,,,,,
E6,SD-3-CDC0300 N2,N2 Probe,Unknown,22.7636,,,,,,
E7,SD-2-CDC0300 N2,N2 Probe,Unknown,24.4681,,,,,,
E8,SD-1-CDC0300 N2,N2 Probe,Unknown,20.3374,,,,,,
E10,POS.CTRL-CDC0300 N2,N2 Probe,Unknown,24.9828,,,,,,
E12,nCoV PC N2,N2 Probe,Unknown,20.9266,,,,,,
F3,NEG.CTRL-NTP0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
F5,SD-4-NTP0300 N2,N2 Probe,Unknown,26.2127,,,,,,
F6,SD-3-NTP0300 N2,N2 Probe,Unknown,23.0068,,,,,,
F7,SD-2-NTP0300 N2,N2 Probe,Unknown,19.5884,,,,,,
F8,SD-1-NTP0300 N2,N2 Probe,Unknown,24.8377,,,,,,
F10,POS.CTRL-NTP0300 N2,N2 Probe,Unknown,25.2997,,,,,,
G1,A1-CDC0300 N2,N2 Probe,Unknown,28.7371,1.19,,,,,
G2,A1-CDC0300 N2,N2 Probe,Unknown,30.4197,1.19,,,,,
G3,A2-CDC0300 N2,N2 Probe,Unknown,32.0252,0.411,,,,,
G4,A2-CDC0300 N2,N2 Probe,Unknown,32.6067,0.411,,,,,
G5,A3-CDC0300 N2,N2 Probe,Unknown,34.3495,2.23,,,,,
G6,A3-CDC0300 N2,N2 Probe,Unknown,31.1956,2.23,,,,,
G7,B1-CDC0300 N2,N2 Probe,Unknown,38.9377,1.03,,,,,
G8,B1-CDC0300 N2,N2 Probe,Unknown,40.3893,1.03,,,,,
G9,B2-CDC0300 N2,N2 Probe,Unknown,38.7512,0.369,,,,,
G10,B2-CDC0300 N2,N2 Probe,Unknown,38.2294,0.369,,,,,
G11,B3-CDC0300 N2,N2 Probe,Unknown,38.3477,2.96,,,,,
G12,B3-CDC0300 N2,N2 Probe,Unknown,34.1616,2.96,,,,,
H1,A1-NTP0300 N2,N2 Probe,Unknown,32.7942,2.76,,,,,
H2,A1-NTP0300 N2,N2 Probe,Unknown,36.6914,2.76,,,,,
H3,A2-NTP0300 N2,N2 Probe,Unknown,36.8851,0.093,,,,,
H4,A2-NTP0300 N2,N2 Probe,Unknown,37.0166,0.093,,,,,
H5,A3-NTP0300 N2,N2 Probe,Unknown,38.6768,0.515,,,,,
H6,A3-NTP0300 N2,N2 Probe,Unknown,37.9479,0.515,,,,,
H7,B1-NTP0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
H8,B1-NTP0300 N2,N2 Probe,Unknown,44.0007,,,,,,
H9,B2-NTP0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
H10,B2-NTP0300 N2,N2 Probe,Unknown,41.178,,,,,,
H11,B3-NTP0300 N2,N2 Probe,Unknown,42.3081,2.79,,,,,
H12,B3-NTP0300 N2,N2 Probe,Unknown,38.3677,2.79,,,,,
