D6,A3-NTP0300 N1,N1 Probe,Unknown,27.174,0.156,,,,,
D7,B1-NTP0300 N1,N1 Probe,Unknown,34.2976,0.818,,,,,
D8,B1-NTP0300 N1,N1 Probe,Unknown,33.141,0.818,,,,,
D9,B2-NTP0300 N1,N1 Probe,Unknown,33.9985,0.097,,,,,
D10,B2-NTP0300 N1,N1 Probe,Unknown,34.1356,0.097,,,,,
D11,B3-NTP0300 N1,N1 Probe,Unknown,32.2928,0.237,,,,,
D12,B3-NTP0300 N1,N1 Probe,Unknown,32.6281,0.237,,,,,
E1,NTC N2,N2 Probe,Unknown,Undetermined,,,,,,
E3,NEG.CTRL-CDC0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
E5,SD-4-CDC0300 N2,N2 Probe,Unknown,26.5018,,,,,,
E6,SD-3-CDC0300 N2,N2 Probe,Unknown,24.2428,,,,,,
E7,SD-2-CDC0300 N2,N2 Probe,Unknown,20.4853,,,,,,
E8,SD-1-CDC0300 N2,N2 Probe,Unknown,17.2884,,,,,,
E10,POS.CTRL-CDC0300 N2,N2 Probe,Unknown,26.2904,,,,,,
E12,nCoV PC N2,N2 Probe,Unknown,19.4814,,,,,,
F3,NEG.CTRL-NTP0300 N2,N2 Probe,Unknown,Undetermined,,,,,,
F5,SD-4-NTP0300 N2,N2 Probe,Unknown,25.601,,,,,,
F6,SD-3-NTP0300 N2,N2 Probe,Unknown,23.2017,,,,,,
F7,SD-2-NTP0300 N2,N2 Probe,Unknown,20.2505,,,,,,
F8,SD-1-NTP0300 N2,N2 Probe,Unknown,20.3025,,,,,,
F10,POS.CTRL-NTP0300 N2,N2 Probe,Unknown,26.9845,,,,,,
G1,A1-CDC0300 N2,N2 Probe,Unknown,28.8198,0.00236,,,,,
G2,A1-CDC0300 N2,N2 Probe,Unknown,28.8165,0.00236,,,,,
G3,A2-CDC0300 N2,N2 Probe,Unknown,28.3714,0.108,,,,,
G4,A2-CDC0300 N2,N2 Probe,Unknown,28.219,0.108,,,,,
G5,A3-CDC0300 N2,N2 Probe,Unknown,28.3421,0.101,,,,,
G6,A3-CDC0300 N2,N2 Probe,Unknown,28.1993,0.101,,,,,
G7,B1-CDC0300 N2,N2 Probe,Unknown,36.7604,2.18,,,,,
G8,B1-CDC0300 N2,N2 Probe,Unknown,33.6825,2.18,,,,,
G9,B2-CDC0300 N2,N2 Probe,Unknown,34.7261,0.201,,,,,
G10,B2-CDC0300 N2,N2 Probe,Unknown,35.011,0.201,,,,,
G11,B3-CDC0300 N2,N2 Probe,Unknown,34.9857,1.81,,,,,
G12,B3-CDC0300 N2,N2 Probe,Unknown,32.4292,1.81,,,,,
H1,A1-NTP0300 N2,N2 Probe,Unknown,27.2357,0.308,,,,,
H2,A1-NTP0300 N2,N2 Probe,Unknown,27.6709,0.308,,,,,
H3,A2-NTP0300 N2,N2 Probe,Unknown,24.4491,1.99,,,,,
H4,A2-NTP0300 N2,N2 Probe,Unknown,27.2572,1.99,,,,,
H5,A3-NTP0300 N2,N2 Probe,Unknown,27.4214,0.174,,,,,
H6,A3-NTP0300 N2,N2 Probe,Unknown,27.1748,0.174,,,,,
H7,B1-NTP0300 N2,N2 Probe,Unknown,35.204,1.41,,,,,
H8,B1-NTP0300 N2,N2 Probe,Unknown,33.2031,1.41,,,,,
H9,B2-NTP0300 N2,N2 Probe,Unknown,33.476,0.382,,,,,
H10,B2-NTP0300 N2,N2 Probe,Unknown,32.9352,0.382,,,,,
H11,B3-NTP0300 N2,N2 Probe,Unknown,33.0905,0.935,,,,,
H12,B3-NTP0300 N2,N2 Probe,Unknown,34.413,0.935,,,,,
